Tabella,Colpo maldestro,Risultato del tiro,descrizione,note
TTM-1,Armi da mischia,102,"Barcolli e cadi, in un apparente tentativo di suicidio. Resti stordito per 3 round. Se usi un'arma ad asta, l'asta va in frantumi.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,103,"Barcolli e cadi, in un apparente tentativo di suicidio. Resti stordito per 3 round. Se usi un'arma ad asta, l'asta va in frantumi.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,104,"Barcolli e cadi, in un apparente tentativo di suicidio. Resti stordito per 3 round. Se usi un'arma ad asta, l'asta va in frantumi.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,105,"Barcolli e cadi, in un apparente tentativo di suicidio. Resti stordito per 3 round. Se usi un'arma ad asta, l'asta va in frantumi.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,106,"Barcolli e cadi, in un apparente tentativo di suicidio. Resti stordito per 3 round. Se usi un'arma ad asta, l'asta va in frantumi.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,107,Mossa veramente da incapaci! L'arma si rompe e resti stordito per 4 round.,"MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,108,Mossa veramente da incapaci! L'arma si rompe e resti stordito per 4 round.,"MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,109,Mossa veramente da incapaci! L'arma si rompe e resti stordito per 4 round.,"MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,110,Inciampi e infilzi la punta della tua arma nel terreno. Vieni sbalzato a terra e picchi la testa. Stordito e a terra per 4 round. Se sei a cavalio la tua lancia ti catapulta a 10m di distanza e nella caduta ti infliggi un Critico di tipo C da Impatto.,"MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,111,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,112,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,113,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,114,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,115,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,116,"Perdi la presa sulla tua arma che viene sbalzata lontano. Ci vogliono 6 round per recuperarla. Se sei a cavallo, la tua cavalcatura s'impenna all'improvviso. Resti stordito per 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,117,"Non riesci a coordinare i movimenti e quasi ti sloghi una spalla provocandoti una leggera ferita. -30 alle attività e stordito per 3 r. Se sei a cavallo, non riesci a coordinare i movimenti con quelli del cavallo tentando di restare in sella, subisci una penalità di -90 alle attività per i prossimi 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,118,"Non riesci a coordinare i movimenti e quasi ti sloghi una spalla provocandoti una leggera ferita. -30 alle attività e stordito per 3 r. Se sei a cavallo, non riesci a coordinare i movimenti con quelli del cavallo tentando di restare in sella, subisci una penalità di -90 alle attività per i prossimi 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,119,"Non riesci a coordinare i movimenti e quasi ti sloghi una spalla provocandoti una leggera ferita. -30 alle attività e stordito per 3 r. Se sei a cavallo, non riesci a coordinare i movimenti con quelli del cavallo tentando di restare in sella, subisci una penalità di -90 alle attività per i prossimi 3 round.","MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-1,Armi da mischia,120,La tua arma si spezza e una parte ti colpisce. Subisci un C.C. di tipo C da Impatto. Se sei a cavallo sei disarcionato. Subisci un Colpo Critico da Impatto di tipo D.,"MODIFICHE:
-20: Armi a 1 mano contundenti
-10: Armi a 1 mano da taglio
+0: Armi a 2 mani
+10: A r m i a d asta
+20: A cavallo"
TTM-2,Armi da tiro e da lancio,1,Perdi la presa. Non puoi eseguire altre azioni nel round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,2,Perdi la presa. Non puoi eseguire altre azioni nel round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,3,Perdi la presa. Non puoi eseguire altre azioni nel round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,4,Perdi la presa. Non puoi eseguire altre azioni nel round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,5,Perdi la presa. Non puoi eseguire altre azioni nel round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,6,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,7,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,8,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,9,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,10,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,11,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,12,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,13,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,14,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,15,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,16,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,17,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,18,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,19,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,20,Ti si sono intrecciate le dita! Non riesci a ricaricare e perdi il round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,21,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,22,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,23,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,24,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,25,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,26,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,27,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,28,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,29,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,30,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,31,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,32,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,33,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,34,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,35,"Fai ""cilecca"" e perdi il round. -50 alle attività nel round successivo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,36,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,37,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,38,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,39,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,40,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,41,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,42,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,43,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,44,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,45,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,46,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,47,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,48,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,49,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,50,Rompi il dardo e perdi la calma. 30 alle attività per i prossimi 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,51,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,52,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,53,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,54,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,55,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,56,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,57,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,58,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,59,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,60,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,61,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,62,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,63,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,64,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,65,"Ti cade il dardo. Resti stordito per questo round ed il successivo, mentre pensi se raccoglierlo.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,66,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,67,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,68,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,69,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,70,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,71,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,72,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,73,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,74,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,75,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,76,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,77,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,78,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,79,Tiro davvero brutto! Per lo stupore resti stordito per 2 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,80,"Hai misurato male: 5 Punti Ferita per te! Se non stai usando una balestra, la freccia ti sfugge di mano e ti taglia un orecchio: subisci 2 Punti Ferita per round.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,81,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,82,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,83,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,84,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,85,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,86,Si rompe la corda dell'arco. Ci vogliono 6 round per aggiustarlo o 2 round per estrarre un'altra arma.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,87,"Mentre stai ricaricando l'arma, le munizioni ti sfuggono dalle mani, spargendosi in un raggio di 3 metri.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,88,"Mentre stai ricaricando l'arma, le munizioni ti sfuggono dalle mani, spargendosi in un raggio di 3 metri.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,89,"Mentre stai ricaricando l'arma, le munizioni ti sfuggono dalle mani, spargendosi in un raggio di 3 metri.","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,90,"L'arma si rompe. Resti stordito per 4 round. Buona fortuna, amico!","MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,91,Fai partire la freccia troppo presto ed il tuo tiro risulta corto di ben 6 metri. -30 alle attività per 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,92,Fai partire la freccia troppo presto ed il tuo tiro risulta corto di ben 6 metri. -30 alle attività per 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
TTM-2,Armi da tiro e da lancio,93,Fai partire la freccia troppo presto ed il tuo tiro risulta corto di ben 6 metri. -30 alle attività per 3 round.,"MODIFICHE:
-20: Fionda
-10: Arco corto
+0: Arco composto
+10: Arco lungo
+20: Balestra"
