Tabella,Colpo maldestro,Risultato del tiro,descrizione,note
TTM-3,Incantesimi,87,L'incantesimo non trova sfogo all'esterno. Per lo shock accusi 20 Punti Ferita. Resti cieco e sordo per 10 minuti.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,88,L'incantesimo non trova sfogo all'esterno. Per lo shock accusi 20 Punti Ferita. Resti cieco e sordo per 10 minuti.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,89,L'incantesimo non trova sfogo all'esterno. Per lo shock accusi 20 Punti Ferita. Resti cieco e sordo per 10 minuti.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,90,Lo sforzo ti procura un attacco cardiaco e subisci 20 Punti Ferita. Resti privo di sensi per 12 ore.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,91,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,92,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,93,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,94,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,95,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,96,"Lo sforzo è eccessivo e l'incantesimo fa ""cilecca"". Subisci 5 Punti Ferita e resti stordito per 3 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,97,La forza magica del bersaglio ritorce contro di te gli effetti dell'incantesimo. Applicali invertendo i ruoli tra bersaglio e chi lancia.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,98,La forza magica del bersaglio ritorce contro di te gli effetti dell'incantesimo. Applicali invertendo i ruoli tra bersaglio e chi lancia.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,99,La forza magica del bersaglio ritorce contro di te gli effetti dell'incantesimo. Applicali invertendo i ruoli tra bersaglio e chi lancia.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,100,Crisi di identità. Perdi la capacità di lanciare incantesimi per 2 settimane.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,101,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,102,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,103,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,104,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,105,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,106,"L'incantesimo fa ""cilecca"" per l'enorme pressione mentale, cadi a terra e subisci 10 Punti Ferita. Resti stordito per 6 round.","MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,107,L'incantesimo non trova sfogo all'esterno. Subisci 25 Punti Ferita e perdi la capacità di lanciare incantesimi per 3 settimane. Resti privo di sensi per 3 ore.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,108,L'incantesimo non trova sfogo all'esterno. Subisci 25 Punti Ferita e perdi la capacità di lanciare incantesimi per 3 settimane. Resti privo di sensi per 3 ore.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,109,L'incantesimo non trova sfogo all'esterno. Subisci 25 Punti Ferita e perdi la capacità di lanciare incantesimi per 3 settimane. Resti privo di sensi per 3 ore.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,110,Lo sforzo ti procura un grave attacco cardiaco. Resti paralizzato dalla cintola in giù.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,111,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,112,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,113,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,114,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,115,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,116,L'incantesimo devia e colpisce un punto 6 metri a destra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,117,L'incantesimo devia e colpisce un punto 6 metri a sinistra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,118,L'incantesimo devia e colpisce un punto 6 metri a sinistra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,119,L'incantesimo devia e colpisce un punto 6 metri a sinistra del bersaglio.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-3,Incantesimi,120,Collasso mentale. L'incantesimo viene lanciato in direzione opposta a quella voluta. Perdi ogni capacità di lanciare incantesimi per 3 mesi.,"MODIFICHE:
-20: Incantesimi di Classe ""I""
-10: Incantesimi di Classe ""U""
+0: Incantesimi di Classe ""P""
+10: Incantesimi di Classe ""F'
+20: Incantesimi di Classe ""E'"
TTM-4,Manovre di movimento,1,Esiti troppo a lungo e non agisci.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,2,Esiti troppo a lungo e non agisci.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,3,Esiti troppo a lungo e non agisci.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,4,Esiti troppo a lungo e non agisci.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,5,Esiti troppo a lungo e non agisci.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,6,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,7,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,8,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,9,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,10,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,11,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,12,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,13,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,14,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,15,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,16,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,17,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,18,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,19,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,20,Qualcosa ti distrae e decidi di aspettare il prossimo round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,21,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,22,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,23,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,24,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,25,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,26,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,27,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,28,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,29,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,30,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,31,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,32,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,33,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,34,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,35,Scivoli (30% probabilità di cadere). -20 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,36,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,37,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,38,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,39,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,40,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,41,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,42,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,43,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,44,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,45,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,46,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,47,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,48,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,49,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,50,Incespichi (45% probabilità di cadere). -30 ad ogni manovra per 2 round.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,51,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,52,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,53,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,54,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,55,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,56,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,57,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,58,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,59,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
TTM-4,Manovre di movimento,60,Ti pesti un piede (60% probabilità di cadere). Subisci 3 Punti Ferita. -10 alle attività.,"MODIFICHE:
-50: Banale 
-35: Facile 
-20: Normale
-10: Media
+0: Difficile
+5: Molto difficle
+10: Difficilissima
+15: Puramente folle
+20: Assurda"
